gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier
0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,482.8,1,0.5590188172860763,Medium
1,0,0,0,63,1,0,1,2,2,2,2,2,2,2,0,1,109.2,7049.75,0,0.21100665636364538,Low
0,0,0,0,56,0,1,0,2,2,2,2,0,0,2,0,0,45.05,2560.1,0,0.03830786361977245,Low
0,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,3,51.0,286.8,0,0.4757090539434254,Medium
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,110.45,7982.5,0,0.06943140653809418,Low
1,1,1,1,68,1,2,1,0,2,2,0,0,0,0,1,2,84.65,5683.6,0,0.35733352908978083,Medium
1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3994.05,0,0.03310203655263086,Low
1,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,44.65,369.15,0,0.3236038064771313,Low
1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,4631.7,0,0.19142490321623434,Low
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,401.95,0,0.12418594369632445,Low
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,0,0.004991982664241972,Low
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1093.0,0,0.031489416828153746,Low
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,94.1,701.3,0,0.8866048999455242,High
1,0,1,1,59,0,1,0,2,0,2,0,0,0,1,0,3,34.8,1980.3,0,0.07555738723219649,Low
1,0,0,0,46,0,1,0,2,0,2,2,2,2,2,1,0,60.75,2893.4,0,0.07281895817642375,Low
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,262.3,0,0.4695179155584805,Medium
1,1,1,0,59,0,1,0,2,0,2,2,2,2,2,1,1,64.05,3886.85,0,0.050516180102898524,Low
0,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,0,84.8,5917.55,0,0.032667014662119846,Low
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0,1,0.7058375452767939,High
0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1,0,0.22453169673888151,Low
0,0,1,0,64,1,2,1,2,0,2,0,2,0,2,1,1,94.6,5948.7,0,0.11869219957472842,Low
0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3624.35,0,0.02383995739433654,Low
0,1,1,0,46,1,2,1,0,0,0,2,2,2,1,0,2,100.25,4753.85,0,0.3295479648276586,Low
1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,5780.7,0,0.6265582996847469,Medium
0,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,1,97.7,6869.7,0,0.1752135739946757,Low
0,1,0,0,30,0,1,0,0,0,2,0,2,0,0,1,2,40.3,1172.95,1,0.6038635898059048,Medium
1,1,0,0,11,1,2,0,2,2,0,0,0,0,0,0,0,60.25,662.95,0,0.28438157482821275,Low
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1765.95,0,0.4170525709024247,Medium
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,0,0.046472768244085146,Low
0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,155.35,1,0.8004463291720717,High
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,3,24.9,1859.2,0,0.003820961638568365,Low
0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,3303.05,1,0.6466126598186375,Medium
0,0,1,1,2,1,0,0,0,0,0,0,2,2,0,0,3,65.7,134.35,1,0.6763649226243029,High
1,0,1,1,54,1,2,0,0,0,2,0,0,2,2,0,1,63.35,3409.1,0,0.05664445042273498,Low
0,0,0,0,14,1,0,0,2,0,0,0,0,0,0,0,0,50.1,709.5,0,0.34855406502548,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.5,70.5,1,0.8947965902534759,High
0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,953.45,1,0.8582625207648992,High
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,50.15,50.15,0,0.46766453014432025,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,1,0.6316903594682666,Medium
1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3665.55,0,0.04165161679300032,Low
0,0,1,0,68,1,0,0,2,2,0,2,2,2,2,1,0,79.6,5515.8,0,0.037500754510290814,Low
0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,272.0,0,0.091378332825958,Low
1,0,1,1,68,1,0,1,2,0,0,2,2,2,2,1,2,99.55,6668.0,0,0.11398670041324029,Low
1,1,1,0,55,1,2,1,0,0,0,0,0,0,0,1,2,74.0,4052.4,0,0.488630759677168,Medium
0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4,0,0.5209750253266371,Medium
1,1,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,718.55,0,0.7513039537921644,High
1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,937.6,1,0.4357455469526308,Medium
1,1,1,0,58,1,2,1,0,0,2,0,2,2,0,1,2,98.7,5812.6,1,0.7381493725927417,High
1,0,0,0,53,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2546.85,0,0.2615993623175637,Low
1,0,1,0,70,1,2,1,2,2,2,0,2,0,2,1,1,99.35,6944.5,0,0.06901293563459648,Low
0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,1346.3,0,0.7457547605536722,High
1,0,1,1,22,1,0,0,2,0,2,2,2,0,1,1,0,67.5,1544.05,1,0.345027088365516,Low
0,0,1,0,10,1,2,1,2,0,0,0,0,0,0,1,1,78.15,765.15,0,0.56930776096468,Medium
0,0,1,1,29,1,2,2,1,1,1,1,1,1,2,0,3,26.1,692.55,0,0.07508842817760081,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,1,0.9828844263865295,High
1,0,1,0,49,1,2,0,2,0,2,2,2,2,1,0,2,84.35,4059.35,1,0.3295920113486806,Low
0,1,1,0,68,1,2,1,0,2,0,0,2,2,0,1,2,100.2,6851.65,1,0.6317370445947763,Medium
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,78.05,1,0.9638408059170683,High
0,0,0,0,30,0,1,0,0,0,0,2,0,2,1,1,1,40.35,1187.05,0,0.15508180740798308,Low
0,0,1,0,72,1,2,0,2,2,2,2,2,0,2,0,1,79.2,5401.9,0,0.01846592691407598,Low
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.9,247.0,0,0.10256974596294406,Low
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,520.0,1,0.7478162204852001,High
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,706.6,1,0.7167936552186024,High
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,49.9,49.9,0,0.4857302068780705,Medium
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,1370.35,0,0.24426193728314055,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0,0.6941175182415946,High
0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,1,76.0,2215.25,0,0.5745193717089974,Medium
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.0,74.0,0,0.6544482244553297,High
1,0,0,0,3,1,0,1,2,0,0,2,0,0,0,1,3,82.3,214.4,0,0.5274038408491437,Medium
0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,1871.15,0,0.4537896335854995,Medium
1,0,0,1,64,1,0,1,0,2,0,2,2,2,0,1,1,99.15,6171.2,0,0.2818849483945405,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,1,0.7338932474248482,High
0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,29.45,161.45,0,0.37200807822864873,Medium
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,2,19.8,1013.2,0,0.009632088626716417,Low
1,0,0,0,6,1,0,0,2,0,0,0,0,2,0,1,0,59.15,336.7,0,0.27712416363511994,Low
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,2,44.75,333.65,0,0.4184014785539653,Medium
1,0,1,1,72,1,2,1,0,0,2,0,0,2,2,1,1,90.8,6511.8,0,0.10447727273493154,Low
1,0,1,0,8,1,0,0,0,2,0,0,0,0,0,1,0,49.55,393.45,0,0.2785808783496565,Low
0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,7009.5,0,0.20146422893796348,Low
0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,2264.05,1,0.7637445882891493,High
0,0,1,0,72,1,2,1,2,2,0,0,0,2,2,1,1,94.45,6921.7,0,0.09338300406950498,Low
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,1,0,19.45,600.25,0,0.025727546225017307,Low
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35,1,0.8696951964445355,High
1,0,1,0,70,1,0,0,2,2,0,2,0,2,2,0,3,67.95,4664.15,0,0.02545363531522845,Low
0,0,0,0,22,1,0,0,0,2,2,0,2,0,1,0,0,65.25,1441.8,0,0.12729228635074435,Low
0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,5623.7,0,0.3066846453651304,Low
1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,695.85,0,0.03497438651993542,Low
0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1028.75,0,0.011675137509697115,Low
1,0,1,0,53,1,2,0,2,0,2,2,2,0,1,0,0,77.4,4155.95,0,0.06336094954313706,Low
0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,395.6,0,0.08380509284785681,Low
1,0,1,0,63,1,0,1,2,0,2,0,2,2,2,0,1,99.7,6330.4,0,0.08096232612507459,Low
0,0,0,0,40,1,0,1,0,2,0,0,0,0,0,0,1,74.8,2971.7,0,0.4217248935233935,Medium
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,3,19.15,638.0,0,0.023243759351273086,Low
1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,0,78.95,2034.25,0,0.23824058490301225,Low
1,1,1,0,27,1,2,1,0,2,2,0,0,2,0,1,2,95.55,2510.2,1,0.8423585300540436,High
1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,3419.5,0,0.06989544377034139,Low
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2427.35,0,0.4821901023696187,Medium
0,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,94.95,1760.25,0,0.6900030712974122,High
1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,86.1,3551.65,0,0.2703221535719518,Low
1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,122.9,0,0.14342767176693594,Low
1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1424.2,0,0.05575303401411478,Low
1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,39.3,2111.45,1,0.6011347756229022,Medium
1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,84.05,2909.95,0,0.5178394132244185,Medium
0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,374.0,0,0.2636501770686318,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,1,0.6941175182415946,High
0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,2,23.9,300.8,1,0.6958841405335943,High
1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,98.6,5581.05,0,0.47130920303810825,Medium
0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,5676.65,0,0.6493809897090634,Medium
0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,92.9,3379.25,0,0.10502169159133562,Low
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95,0,0.032671358594960204,Low
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,1,20.1,232.4,0,0.1776363111291577,Low
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45,1,0.9523248060787894,High
1,1,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.5,2088.45,0,0.7862658564450419,High
0,0,0,0,63,1,2,1,0,2,0,0,2,2,1,0,0,99.9,6137.0,1,0.48120904127959024,Medium
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,0,0.47316073651429436,Medium
0,0,0,0,67,1,0,0,2,2,0,2,0,0,1,0,1,60.5,3870.0,0,0.043897469012286944,Low
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,2043.45,1,0.7832606744891639,High
1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,103.85,2215.0,0,0.5877802434448545,Medium
0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,67.8,842.25,0,0.20229232030438288,Low
1,0,1,0,35,1,2,1,0,0,0,0,0,0,0,1,2,75.2,2576.2,1,0.7483809571761956,High
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.85,1901.0,0,0.0020628697590891532,Low
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,19.35,601.6,0,0.09700565010138743,Low
1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,3515.25,1,0.4030349804028491,Medium
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.0,605.45,0,0.7965151348310351,High
0,1,0,0,57,0,1,0,0,2,2,0,2,2,0,1,2,55.0,3094.05,0,0.4648326016496311,Medium
1,0,1,0,65,1,2,0,2,0,2,2,0,2,2,0,0,76.15,4929.55,0,0.06244507754438437,Low
1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,20.3,595.05,0,0.0029134438893454904,Low
1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,74.9,469.8,1,0.8163683793208362,High
0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.35,8436.25,0,0.06700651755470395,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,19.75,0,0.6581782586579799,High
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,45.2,492.0,0,0.39396659210807067,Medium
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,987.95,0,0.010593077405605876,Low
0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,89.75,5496.9,0,0.22054057335530322,Low
1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,0,75.0,1908.35,0,0.08483858776538913,Low
1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,107.1,0,0.6749106014898408,High
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,65.7,4575.35,0,0.005220870875297834,Low
1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,67.05,4309.55,0,0.15099076589736093,Low
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,110.9,7922.75,0,0.08804096738155068,Low
1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,87.95,522.35,0,0.7303037934017004,High
1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,19.8,587.7,0,0.0071577860573660305,Low
0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2,0,0.09872330197500259,Low
1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,62.15,3778.85,0,0.031230371447383127,Low
0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,1457.25,1,0.7973432138660709,High
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,115.15,8349.45,0,0.040704325354674206,Low
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,185.6,1,0.34256065804107916,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,19.5,0,0.5099791333344762,Medium
0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,86.55,1066.9,0,0.7994379679776843,High
0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,28.6,973.55,1,0.4795986141762132,Medium
1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,20.4,1226.45,0,0.012956449830925084,Low
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,19.8,342.3,0,0.08411177546031863,Low
1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,985.05,0,0.21573309202960236,Low
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3948.45,0,0.020369071882783613,Low
1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,73.3,828.05,0,0.6385529086378899,Medium
0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,41.85,1,0.8272537103309404,High
0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,101.35,6164.7,0,0.5664272839159614,Medium
0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,98.65,2862.75,1,0.6971398412232589,High
1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,33.6,0,0.5429020887572039,Medium
1,1,1,0,5,1,2,1,0,0,2,0,0,0,0,1,0,79.9,343.95,1,0.883161370471377,High
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.7,20.7,0,0.524700185360991,Medium
1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,104.05,6590.5,0,0.2684355281863335,Low
0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,20.25,717.95,0,0.00834147700034361,Low
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2890.65,1,0.762527737043852,High
0,0,1,1,69,1,2,0,2,2,0,2,2,0,1,0,1,73.7,4885.85,0,0.03375499873778837,Low
0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,1222.05,1,0.7921679907335408,High
0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,108.75,6871.7,0,0.34185753654364104,Low
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,0,20.15,405.6,0,0.06523132701612869,Low
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,19.75,208.25,0,0.19316878367371138,Low
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,25.95,1801.9,0,0.009428139281055554,Low
0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,70.05,3062.45,0,0.2332750241844845,Low
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,24.05,1764.75,0,0.0005026339325169293,Low
0,0,0,1,22,1,2,1,0,0,0,0,0,2,0,1,2,84.75,1816.75,0,0.6899140417800902,High
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,23.05,1255.1,0,0.017041603230586067,Low
1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,104.15,5743.05,1,0.5834169719378735,Medium
0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3921.1,0,0.041232257231755186,Low
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.55,1463.45,0,0.0020929314820058247,Low
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45,0,0.10283383663537887,Low
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8,0,0.041337431767133975,Low
1,1,0,0,5,1,0,1,0,2,0,0,0,2,0,1,2,85.55,408.5,0,0.7899244526546625,High
0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65,0,0.07778476326993897,Low
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.8,8456.75,0,0.02445356464629561,Low
1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,43.55,1011.5,0,0.3437115775986994,Low
1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,4263.4,0,0.13256224150276605,Low
1,0,1,1,44,1,0,0,0,2,0,2,0,0,0,1,0,54.9,2549.1,0,0.18386093810315884,Low
0,1,1,1,61,1,2,0,0,0,2,0,2,0,1,1,2,65.2,3965.05,0,0.15135709172060688,Low
1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,1,0.7774775999074295,High
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,90.6,1,0.9648044271817622,High
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,50.8,288.05,1,0.6590783741916539,High
1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,90.05,368.1,1,0.9214570352593922,High
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.2,7840.6,0,0.16125284727404798,Low
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,6632.75,0,0.02193455641348604,Low
1,1,1,0,14,1,2,1,0,0,0,0,0,0,0,1,2,75.1,1013.35,0,0.7422661131401175,High
1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,1,0,25.05,152.95,0,0.2510004243252276,Low
0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,75.15,3772.65,0,0.1746744711934605,Low
1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1026.35,0,0.03413424097250666,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.3,19.3,0,0.3638438844790998,Medium
1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,5031.85,0,0.2917288905546218,Low
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,220.4,0,0.5851194117315759,Medium
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1416.5,0,0.007845310485329056,Low
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,20.25,158.35,0,0.2694329976853197,Low
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.85,256.6,1,0.9016387225542252,High
1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,5542.55,0,0.036846598919793826,Low
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5,1,0.9338293035508463,High
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8443.7,0,0.021753420951662158,Low
1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,791.75,1,0.6447242846675201,Medium
1,0,0,0,71,1,2,0,2,2,2,2,0,2,2,0,0,80.6,5708.2,0,0.007376215956554177,Low
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,69.95,1,0.9233609540888388,High
0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,59.55,2016.3,0,0.05525917728543065,Low
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,19.05,326.65,0,0.016827083400218545,Low
0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,5471.75,0,0.13994670061431294,Low
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.95,19.95,0,0.38576391596951026,Medium
1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,70.05,346.4,1,0.6579069928993403,High
1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,1061.6,0,0.03605562916849403,Low
1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1971.5,0,0.11105821990600205,Low
1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,773.65,1,0.8718102645552653,High
0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,1422.05,1,0.44942332304226995,Medium
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0,0.4985414120421307,Medium
0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2460.35,0,0.18644740605309876,Low
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.75,856.5,0,0.011103393206814912,Low
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1275.85,0,0.006678889633655315,Low
1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,110.2,7467.5,0,0.23085143274960046,Low
1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,106.35,7261.75,0,0.12301731174547749,Low
0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,5116.6,0,0.24131104917348112,Low
0,0,1,1,10,1,0,0,0,2,2,0,0,2,1,1,3,65.9,660.05,0,0.23296863676498542,Low
1,0,0,0,63,1,2,1,2,2,2,2,2,0,1,0,1,104.5,6590.8,0,0.1791534043323585,Low
0,0,1,1,24,0,1,0,2,2,2,2,0,2,2,1,3,52.5,1208.15,0,0.05067370201105237,Low
0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,1033.9,0,0.3403226894226975,Low
1,0,1,1,22,1,2,1,0,0,2,0,2,0,0,1,2,88.75,1885.15,0,0.657714609390892,High
1,0,1,0,29,1,2,1,2,2,0,0,0,0,0,1,2,84.45,2467.1,1,0.6369968488688676,Medium
1,0,1,0,13,1,2,0,0,0,2,0,2,2,1,1,3,75.3,989.45,1,0.5811062134953922,Medium
0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,0,26.0,2006.95,0,0.005615447896015831,Low
0,0,1,0,49,1,0,1,0,2,2,0,2,2,0,0,2,99.4,5025.0,0,0.4551990116756044,Medium
0,1,1,0,43,1,2,1,2,0,2,2,2,2,1,1,3,109.55,4830.25,1,0.5355199273202991,Medium
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,59.75,1,0.42577502672463924,Medium
1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,3088.25,0,0.1878271205411646,Low
1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,3134.7,0,0.15974880718155587,Low
1,1,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,66.4,94.55,1,0.5987075395360741,Medium
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.55,8312.4,0,0.017295582769703655,Low
0,1,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,104.45,4863.85,0,0.6230090677651121,Medium
1,1,1,0,66,1,2,1,0,0,0,2,2,2,0,1,1,100.05,6871.9,1,0.5352348537297704,Medium
1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,102.0,6529.25,1,0.4031727426485644,Medium
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.15,6637.9,0,0.005232696432403746,Low
1,0,1,1,35,1,0,1,0,2,0,2,2,0,1,1,2,89.7,3165.6,0,0.2608493257921553,Low
1,0,1,0,17,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15,1,0.5840535286206721,Medium
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,2,92.4,6786.1,0,0.026674035778009416,Low
